ilkid,firstname,lastname,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
GMINSMI01,Mike,Gminski,N,938,24058,10953,2082,4398,6480,1203,507,989,1368,1574,9047,4208,3002,2531,49,6
GODFRDA01,Dan,Godfread,N,11,22,13,0,2,2,0,1,4,0,5,12,5,4,3,1,0
GOLATO01,Tom,Gola,N,698,22529,7871,0,0,5617,2962,0,0,0,2688,6883,2964,2556,1943,0,0
GOLDFBE01,Ben,Goldfaden,N,2,0,2,0,0,0,0,0,0,0,3,2,0,4,2,0,0
GOLDWAN01,Anthony,Goldwire,N,263,4929,1665,72,286,358,735,167,9,263,388,1418,579,380,301,531,206
GONDRGL01,Glen,Gondrezick,N,435,7545,2544,730,1234,1964,605,485,117,453,1101,2069,979,807,584,14,2
GONDRGR01,Grant,Gondrezick,N,91,1080,454,62,84,146,115,38,5,73,127,395,173,147,101,28,7
GOODEDR01,Drew,Gooden,N,231,6531,2973,530,1194,1724,302,192,183,409,601,2549,1188,784,569,118,28
GOODRGA01,Gail,Goodrich,N,1031,33527,19181,453,651,3279,4805,545,72,390,2775,16300,7431,5354,4319,0,0
GOODRST01,Steve,Goodrich,N,21,183,24,8,18,26,11,3,3,11,24,28,9,9,5,3,1
GOODWWI01,Wilfred,Goodwin,N,79,0,347,0,0,0,22,0,0,0,130,503,134,102,79,0,0
GORDOBE01,Ben,Gordon,N,82,2002,1235,55,160,215,164,53,10,186,224,1056,434,270,233,331,134
GORDOLA01,Lancaster,Gordon,N,201,2581,1125,116,143,259,294,128,31,237,266,1208,472,206,158,85,23
GORDOPA01,Paul,Gordon,N,4,0,3,0,0,0,3,0,0,0,3,6,0,5,3,0,0
GOTTLLE01,Leo,Gottlieb,N,84,0,465,0,0,0,36,0,0,0,107,722,208,76,49,0,0
GOVANGE01,Gerald,Govan,A,681,22925,5251,0,1490,7119,2164,139,97,1069,2032,5288,2142,1419,962,24,5
GOVEDBA01,Bato,Govedarica,N,23,258,75,0,0,18,24,0,0,0,44,79,25,37,25,0,0
GRABOJO01,Joe,Graboski,N,845,22665,9280,0,0,5999,1502,0,0,0,2591,9763,3433,3447,2414,0,0
GRACERI01,Ricky,Grace,N,3,8,4,0,1,1,1,0,0,0,3,3,2,2,0,0,0
GRAHACA01,Cal,Graham,A,8,52,13,0,0,10,0,0,0,1,12,14,4,8,5,0,0
GRAHAGR01,Greg,Graham,N,207,2530,938,59,160,219,201,128,12,179,213,813,331,293,227,169,49
GRAHAMA01,Mal,Graham,N,100,889,327,0,0,118,75,0,0,0,150,327,130,102,67,0,0
GRAHAOR01,Orlando,Graham,N,7,22,8,8,3,11,0,0,0,2,6,10,3,4,2,0,0
GRAHAPA01,Paul,Graham,N,179,3354,1499,137,296,433,352,186,32,216,389,1299,582,318,235,295,100
GRANDJI01,Jim,Grandholm,N,26,168,79,20,30,50,8,2,8,11,33,58,30,21,10,17,9
GRANDRO01,Ron,Grandison,N,105,872,254,73,90,163,58,31,6,51,108,208,84,115,82,24,4
GRANGST01,Stewart,Granger,N,80,996,316,15,63,78,173,33,1,91,127,297,123,89,66,17,4
GRANTBR01,Brian,Grant,N,735,21167,7872,1682,3883,5565,916,450,558,1228,2364,6267,3076,2298,1714,28,6
GRANTBU01,Bud,Grant,N,96,0,249,0,0,115,90,0,0,0,142,299,95,100,59,0,0
GRANTGA01,Gary,Grant,N,552,12602,4368,347,936,1283,3013,821,69,1268,1200,4140,1864,702,545,342,95
GRANTGR01,Greg,Grant,N,274,3350,767,64,184,248,751,161,8,231,282,820,314,138,98,146,41
GRANTHA01,Harvey,Grant,N,783,20510,7781,1170,2265,3435,1219,599,427,714,1768,7138,3345,1448,1026,243,65
GRANTHO01,Horace,Grant,N,1165,38623,12996,3362,6081,9443,2575,1143,1136,1303,2832,10695,5439,3053,2114,63,4
GRANTJO01,Josh,Grant,N,53,382,157,27,62,89,24,18,8,30,62,146,59,29,22,61,17
GRANTPA01,Paul,Grant,N,16,111,29,8,10,18,3,2,1,9,21,29,13,8,3,0,0
GRANTTR01,Travis,Grant,A,168,4156,2642,0,767,767,204,106,52,261,376,2141,1132,466,376,6,2
GRANTTR01,Travis,Grant,N,33,153,125,0,0,52,7,0,0,0,19,116,51,26,23,0,0
GRATEDO01,Don,Grate,N,2,0,4,0,0,0,3,0,0,0,3,6,1,2,2,0,0
GRAVEBU01,Butch,Graves,N,4,11,5,0,2,2,1,1,0,1,4,6,2,5,1,1,0
GRAYDE01,Devin,Gray,N,27,173,67,17,22,39,7,9,3,9,33,63,23,34,21,0,0
GRAYED01,Ed,Gray,N,60,809,373,16,57,73,46,27,12,59,103,384,130,102,83,88,30
GRAYEJE01,Jeff,Grayer,N,438,8277,3257,574,720,1294,635,271,65,484,732,2925,1336,829,550,137,35
GRAYEV01,Evric,Gray,N,5,42,13,1,2,3,2,1,0,3,5,15,4,4,4,4,1
GRAYGA01,Gary,Gray,N,44,276,105,0,0,23,26,0,0,0,48,134,49,10,7,0,0
GRAYLE01,Leonard,Gray,N,224,6058,2408,326,843,1169,490,196,91,0,825,2196,1030,471,348,0,0
GRAYST01,Stuart,Gray,N,386,3457,906,309,711,1020,148,64,133,243,645,758,338,347,230,7,0
GRAYSY01,Sylvester,Gray,N,55,1220,440,117,169,286,117,36,25,102,144,398,167,156,105,4,1
GRAYWY01,Wyndol,Gray,N,67,0,363,0,0,0,50,0,0,0,121,513,145,128,73,0,0
GREACBO01,Bob,Greacen,A,4,20,2,0,0,2,1,0,0,2,1,2,1,0,0,0,0
GREACBO01,Bob,Greacen,N,43,335,111,0,0,65,40,0,0,0,56,121,45,35,21,0,0
GREENAC01,A.c.,Green,N,1278,36555,12331,3354,6119,9473,1400,1033,545,1434,2436,9202,4544,4250,3119,489,124
GREENDA01,David,Greenwood,N,823,23370,8428,1921,4616,6537,1614,583,739,1474,2605,6812,3251,2514,1922,29,4
GREENJE01,Jerry,Greenspan,N,25,329,122,0,0,83,11,0,0,0,66,103,40,58,42,0,0
GREENJO01,Johnny,Green,N,1057,24624,12281,0,0,9083,1449,0,0,0,2856,10091,4973,4226,2335,0,0
GREENKE01,Kenny,Green,N,60,625,265,33,68,101,16,9,11,50,61,262,108,68,49,1,0
GREENKE02,Ken,Green,N,7,72,31,12,15,27,2,4,0,1,8,27,13,9,5,0,0
GREENLA01,Lamar,Green,A,66,1136,327,0,364,364,63,18,63,60,143,340,139,74,49,0,0
GREENLA01,Lamar,Green,N,345,6168,1806,85,265,2186,247,32,38,0,864,1738,754,452,298,0,0
GREENLI01,Litterial,Green,N,148,1189,423,24,51,75,182,49,6,78,124,343,144,200,133,26,2
GREENLU01,Luther,Green,A,85,903,381,0,0,318,30,0,0,0,136,391,154,141,73,7,0
GREENLU01,Luther,Green,N,5,32,3,0,0,3,0,0,0,0,3,11,0,9,3,0,0
GREENMI01,Mike,Green,A,214,5924,3239,0,1852,1852,247,200,380,467,649,2726,1345,729,548,10,1
GREENMI01,Mike,Green,N,245,5410,2062,487,842,1329,340,125,372,230,679,1808,832,563,398,2,0
GREENRI01,Rickey,Green,N,946,23271,8870,474,1345,1819,5221,1348,51,1583,1452,7669,3594,2035,1643,188,39
GREENSE01,Sean,Green,N,84,671,352,36,49,85,45,33,13,63,63,396,153,50,31,61,15
GREENSI01,Si,Green,N,504,13132,4636,0,0,2152,1655,0,0,0,1421,4481,1732,1735,1172,0,0
GREENSI02,Sidney,Green,N,679,13247,5080,1300,2828,4128,635,369,220,1038,1797,4386,1993,1481,1093,27,1
GREENST01,Steve,Green,A,52,1068,474,0,194,194,64,31,10,72,150,438,195,108,84,5,0
GREENST01,Steve,Green,N,153,1632,705,132,168,300,97,71,17,40,263,641,281,203,143,0,0
GREENTO01,Tommy,Green,N,59,809,232,20,48,68,140,61,6,89,111,237,92,63,48,0,0
GREENWI01,Willie,Green,N,110,1832,801,38,160,198,153,60,11,134,204,780,298,206,156,166,49
GREERHA01,Hal,Greer,N,1122,39788,21586,0,0,5665,4540,0,0,0,3855,18811,8504,5717,4578,0,0
GREGOCL01,Claude,Gregory,N,25,315,136,39,58,97,16,10,13,24,38,136,62,36,12,1,0
GREGOGA01,Gary,Gregor,A,74,996,349,0,71,253,55,4,10,51,132,322,150,57,46,4,3
GREGOGA01,Gary,Gregor,N,287,7309,2878,0,0,2033,427,0,0,0,729,2929,1266,484,346,0,0
GREIGJO01,John,Greig,N,9,26,19,2,4,6,0,0,1,2,4,13,7,6,5,0,0
GREKINO01,Norm,Grekin,N,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GREVEKE01,Kevin,Grevey,N,672,15246,7364,590,1004,1594,1247,392,112,748,1286,6670,2915,1701,1389,434,145
GREYDE01,Dennis,Grey,A,62,1391,543,0,0,345,52,0,0,129,211,463,190,304,163,1,0
GRIFFAD01,Adrian,Griffin,N,336,5857,1480,318,799,1117,478,336,44,233,660,1385,596,311,238,172,50
GRIFFDA01,Darrell,Griffith,N,765,21403,12391,780,1739,2519,1627,931,242,1632,1689,11305,5237,1961,1387,1596,530
GRIFFED01,Eddie,Griffin,N,220,5280,1833,286,1044,1330,192,92,363,178,373,1866,717,258,178,669,221
GRIFFGR01,Greg,Griffin,N,36,422,145,44,59,103,24,16,0,39,56,169,61,36,23,0,0
GRIFFPA01,Paul,Griffin,N,480,10053,2443,894,1756,2650,1116,403,248,638,1400,1657,837,1111,769,0,0
GRIGSCH01,Chuck,Grigsby,N,7,45,16,0,0,11,7,0,0,0,9,19,7,8,2,0,0
GRIMMDE01,Derek,Grimm,N,9,46,14,0,4,4,0,3,1,3,6,14,4,2,2,12,4
GRIMSGE01,George,Grimshaw,N,21,0,61,0,0,0,1,0,0,0,25,56,20,44,21,0,0
GROATDI01,Dick,Groat,N,26,663,309,0,0,86,69,0,0,0,90,272,100,138,109,0,0
GROSSBO01,Bob,Gross,N,513,12575,4567,940,1313,2253,1481,615,361,729,1484,3629,1857,1062,848,28,5
GROSSMI01,Mike,Grosso,A,25,335,103,0,0,123,11,0,0,20,64,102,45,23,13,0,0
GROTEJE01,Jerry,Grote,N,11,33,14,0,0,4,4,0,0,0,5,11,6,2,2,0,0
GROZAAL01,Alex,Groza,N,130,0,2925,0,0,709,318,0,0,0,458,2136,1013,1189,899,0,0
GRUBADI01,Dick,Grubar,A,2,8,4,0,0,0,1,0,0,0,1,3,2,0,0,0,0
GRUNFER01,Ernie,Grunfeld,N,693,12916,5124,516,1299,1815,1419,472,134,801,1511,4328,2065,1248,961,98,33
GUARIGE01,Gene,Guarilia,N,129,1082,413,0,0,294,36,0,0,0,146,447,168,126,77,0,0
GUDMUPE01,Petur,Gudmundsson,N,150,2060,693,166,397,563,153,35,96,195,400,508,251,252,190,2,1
GUERIRI01,Richie,Guerin,N,848,27449,14676,0,0,4278,4211,0,0,0,2769,12451,5174,5549,4328,0,0
GUGLITO01,Tom,Gugliotta,N,763,23558,9895,1565,4023,5588,2140,1079,492,1734,1882,8584,3871,2570,1945,732,208
GUIBEAN01,Andres,Guibert,N,22,200,60,26,35,61,12,8,2,18,35,67,22,25,16,4,0
GUIDIJA01,Jay,Guidinger,N,64,346,98,41,56,97,20,13,15,26,71,87,35,46,28,0,0
GUNTHCO01,Coulby,Gunther,N,84,0,893,0,0,0,65,0,0,0,181,937,311,422,271,0,0
GUNTHDA01,Dave,Gunther,N,1,5,2,0,0,3,3,0,0,0,1,2,1,0,0,0,0
GUOKAAL01,Al,Guokas,N,57,0,214,0,0,0,95,0,0,0,143,299,93,50,28,0,0
GUOKAMA01,Matt,Guokas,N,735,16603,4285,77,246,1446,2174,117,41,0,1485,3665,1792,964,701,0,0
GUOKAMA02,Matt,Guokas,N,47,0,82,0,0,0,9,0,0,0,70,104,28,47,26,0,0
GUYTOAJ01,A.j.,Guyton,N,80,1247,442,12,68,80,147,20,12,62,58,440,166,45,37,193,73
HACKERU01,Rudy,Hackett,A,22,414,141,0,78,78,28,15,8,24,48,131,55,49,31,0,0
HACKERU01,Rudy,Hackett,N,6,46,14,4,9,13,3,0,1,0,8,10,3,14,8,0,0
HADNOJI01,Jim,Hadnot,A,77,3004,1344,0,0,936,135,0,0,169,279,1045,488,551,368,2,0
HAFFNSC01,Scott,Haffner,N,50,609,213,9,46,55,89,16,3,37,57,238,96,27,18,23,3
HAGANCL01,Cliff,Hagan,A,94,2343,1423,0,0,439,404,0,0,290,277,1031,511,497,401,5,0
HAGANCL01,Cliff,Hagan,N,745,21731,13447,0,0,5116,2242,0,0,0,2388,11630,5239,3722,2969,0,0
HAGANGL01,Glenn,Hagan,N,4,25,7,2,2,4,8,3,0,1,7,7,3,1,1,0,0
HAGANTO01,Tom,Hagan,A,73,916,358,0,0,113,135,0,0,0,120,327,137,92,65,58,19
HAHNBO01,Bob,Hahn,N,10,0,10,0,0,0,1,0,0,0,17,13,4,7,2,0,0
HAIRSAL01,Al,Hairston,N,42,294,91,0,0,41,44,0,0,0,38,122,41,15,9,0,0
HAIRSHA01,Happy,Hairston,N,776,24330,11505,639,1347,8019,1268,116,28,0,2334,8872,4240,4080,3025,0,0
HAIRSLI01,Lindsay,Hairston,N,47,651,273,65,114,179,21,21,32,0,84,228,104,112,65,0,0
HAISLMA01,Marcus,Haislip,N,79,810,286,47,74,121,16,15,32,36,95,265,115,77,52,15,4
HALBECH01,Chuck,Halbert,N,303,0,2671,0,0,539,438,0,0,0,814,2900,910,1344,851,0,0
HALBRHA01,Harvey,Halbrook,N,143,2039,786,0,0,949,64,0,0,0,441,885,307,291,172,0,0
HALEBR01,Bruce,Hale,N,142,0,1297,0,0,49,424,0,0,0,285,1334,444,536,409,0,0
HALEHA01,Hal,Hale,A,72,1706,361,0,0,206,144,0,0,91,143,408,133,89,60,112,35
HALEYJA01,Jack,Haley,N,341,3288,1180,340,581,921,82,60,48,216,574,1022,434,476,312,3,0
HALIMSH01,Shaler,Halimon,A,85,1129,450,0,0,210,121,0,1,89,142,443,182,123,85,9,1
HALIMSH01,Shaler,Halimon,N,169,2519,1136,0,0,571,302,0,0,0,275,1223,485,267,166,0,0
HALLIJE01,Jeff,Halliburton,N,92,1075,562,0,0,145,116,0,0,0,157,529,233,118,96,0,0
HAMDA01,Darvin,Ham,N,417,5180,1139,399,564,963,229,136,154,308,766,856,443,504,249,16,4
HAMERST01,Steve,Hamer,N,35,268,76,17,43,60,7,2,4,13,39,57,30,29,16,2,0
HAMILDA01,Dale,Hamilton,N,14,0,25,0,0,0,17,0,0,0,30,33,8,19,9,0,0
HAMILDE01,Dennis,Hamilton,A,75,1342,459,0,0,341,74,0,0,0,145,377,191,101,77,1,0
HAMILDE01,Dennis,Hamilton,N,69,519,197,0,0,101,38,0,0,0,65,175,91,18,15,0,0
HAMILJO01,Joe,Hamilton,A,344,9098,4145,0,190,884,1208,88,5,380,907,3829,1564,959,774,778,243
HAMILRA01,Ralph,Hamilton,N,48,0,289,0,0,0,83,0,0,0,67,447,114,91,61,0,0
HAMILRI01,Richard,Hamilton,N,448,14436,7721,385,1090,1475,1393,385,73,1044,1184,6550,2883,2088,1785,570,170
HAMILRO01,Roylee,Hamilton,N,73,1121,336,47,63,110,192,48,5,119,83,290,116,152,104,2,0
HAMILST01,Steve,Hamilton,N,82,1094,368,0,0,278,43,0,0,0,183,371,138,132,92,0,0
HAMILTA01,Tang,Hamilton,N,9,98,20,6,12,18,5,4,0,2,10,19,10,1,0,1,0
HAMILTH01,Thomas,Hamilton,N,33,343,107,41,71,112,16,4,23,37,37,110,44,41,19,0,0
HAMILZE01,Zendon,Hamilton,N,121,1511,559,79,374,453,33,35,28,102,210,386,169,335,221,0,0
HAMMIGE01,Geert,Hammink,N,8,27,14,3,4,7,2,0,0,2,4,10,4,9,6,0,0
HAMMOJU01,Julian,Hammond,A,329,8039,3547,0,0,2036,421,0,0,280,744,2693,1383,1130,781,1,0
HAMMOTO01,Tom,Hammonds,N,687,10417,3617,733,1510,2243,378,167,136,529,1245,2940,1410,1154,797,11,0
HAMOOJO01,Joe,Hamood,A,76,1839,750,0,0,217,227,0,0,126,200,819,274,252,186,78,16
HANCODA01,Darrin,Hancock,N,133,1398,467,58,111,169,89,56,10,97,157,370,196,126,73,6,2
HANDLBE01,Ben,Handlogten,N,38,469,163,45,75,120,19,10,9,28,87,130,68,44,27,1,0
HANKICE01,Cecil,Hankins,N,80,0,394,0,0,0,22,0,0,0,77,507,140,185,114,0,0
HANKIPH01,Phil,Hankinson,N,31,187,122,23,34,57,6,4,1,0,21,114,56,13,10,0,0
HANNUAL01,Alex,Hannum,N,516,7713,3078,0,0,2013,857,0,0,0,1955,3341,1182,1134,714,0,0
HANRADO01,Don,Hanrahan,N,18,121,33,0,0,30,11,0,0,0,24,32,11,15,11,0,0
HANSEBO01,Bob,Hansen,N,575,11104,3952,408,874,1282,947,359,50,562,1199,3512,1642,760,503,511,165
HANSEGL01,Glenn,Hansen,N,112,1447,588,106,141,247,93,61,16,1,191,582,240,149,108,0,0
HANSELA01,Lars,Hansen,N,15,205,76,22,37,59,14,1,1,9,28,57,29,31,18,0,0
HANSETR01,Travis,Hansen,N,41,507,123,30,40,70,19,10,9,15,67,130,46,27,22,30,9
HANSORE01,Reggie,Hanson,N,8,26,6,3,3,6,1,2,1,3,8,6,3,0,0,0,0
HANSRO01,Rollen,Hans,N,80,1734,556,0,0,176,207,0,0,0,192,582,221,205,114,0,0
HANZLBI01,Bill,Hanzlik,N,748,15534,5414,691,1367,2058,2058,727,205,1090,2222,4232,1836,2171,1696,216,46
HARDAAN01,Anfernee,Hardaway,N,684,23316,10614,898,2203,3101,3482,1104,311,1767,1531,8657,3969,2820,2181,1571,495
HARDATI01,Tim,Hardaway,N,867,30623,15373,536,2319,2855,7095,1428,129,2481,2027,13076,5640,3263,2551,4345,1542
HARDIRE01,Reggie,Harding,A,39,1145,401,0,0,428,71,0,35,77,59,385,166,123,69,1,0
HARDIRE01,Reggie,Harding,N,191,5224,1774,0,0,1771,325,0,0,0,541,1830,761,410,252,0,0
HARDNCH01,Charlie,Hardnett,N,164,2474,1198,0,0,930,103,0,0,0,376,1023,433,513,332,0,0
HARDYAL01,Alan,Hardy,N,60,421,193,22,31,53,23,10,13,31,45,195,84,39,25,5,0
HARDYDA01,Darrell,Hardy,A,17,172,89,0,0,56,8,0,0,12,23,74,32,35,25,1,0
HARDYJA01,James,Hardy,N,249,5379,1410,437,875,1312,315,178,235,299,590,1269,611,267,187,3,1
HARGEIR01,Ira,Harge,A,427,13160,4396,0,0,4955,736,0,0,584,1468,3963,1783,1253,828,6,2
HARGIJO01,John,Hargis,N,74,0,710,0,0,30,111,0,0,0,196,616,248,301,214,0,0
HARKNJE01,Jerry,Harkness,A,81,1513,589,0,0,227,150,0,0,97,136,461,203,270,182,5,1
HARKNJE01,Jerry,Harkness,N,5,59,29,0,0,6,6,0,0,0,4,30,13,8,3,0,0
HARLISK01,Skip,Harlicka,N,26,218,106,0,0,16,37,0,0,0,29,90,41,31,24,0,0
HARMOJE01,Jerome,Harmon,N,10,158,46,9,14,23,12,9,0,7,12,53,21,6,3,1,1
HARPEDE01,Derek,Harper,N,1199,37783,15997,696,2189,2885,6571,1958,304,2338,2755,13379,6187,3426,2554,3023,1069
HARPEMI01,Mike,Harper,N,123,1894,613,155,277,432,71,78,102,124,302,506,240,238,133,4,0
HARPERO01,Ron,Harper,N,1009,31199,13910,1322,2987,4309,3916,1716,729,2251,2324,11946,5326,3799,2735,1811,523
HARPRMA01,Matt,Harpring,N,378,11610,4967,724,1558,2282,600,312,64,649,1050,3984,1908,1340,1022,384,129
HARRIAD01,Adam,Harrington,N,19,111,30,1,7,8,12,2,1,2,8,37,11,4,3,14,5
HARRIAL01,Al,Harrington,N,420,11675,4743,711,1624,2335,691,369,121,832,1324,4138,1873,1304,937,246,60
HARRIAR01,Art,Harris,N,238,5206,2171,0,0,575,639,0,0,0,709,2331,923,519,325,0,0
HARRIBE01,Bernie,Harris,N,11,25,5,2,6,8,1,0,1,0,0,11,2,2,1,0,0
HARRIBI01,Billy,Harris,A,76,1221,609,0,122,122,111,55,6,79,166,664,264,96,65,73,16
HARRIBO01,Bob,Harris,N,325,5768,2209,0,0,1824,502,0,0,0,1003,2091,804,957,601,0,0
HARRIBO02,Bob,Harrison,N,615,12926,4418,0,0,1358,1672,0,0,0,2035,5067,1782,1232,854,0,0
HARRICH01,Chris,Harris,N,41,420,101,0,0,44,44,0,0,0,43,149,37,45,27,0,0
HARRIDA01,David,Harrison,N,43,760,264,48,87,135,13,16,55,53,134,184,106,91,52,0,0
HARRIDE01,Devin,Harris,N,76,1173,436,28,74,102,169,77,19,82,139,366,157,103,78,131,44
HARRILO01,Lorinza,Harrington,N,111,2553,581,57,256,313,339,105,20,198,322,645,233,147,102,47,13
HARRILU01,Lucious,Harris,N,800,15702,5784,522,1342,1864,1130,556,86,594,1013,5151,2194,1258,994,1155,402
HARRIOT01,Othella,Harrington,N,589,12714,4752,929,1967,2896,394,176,268,861,1655,3630,1843,1424,1066,11,0
HARRIST01,Steve,Harris,N,207,2840,1440,154,211,365,238,116,29,169,265,1363,592,303,255,20,1
HARRITO01,Tony,Harris,N,14,147,68,3,8,11,8,5,0,10,15,55,16,38,33,12,3
HARTJA01,Jason,Hart,N,138,2649,911,28,267,295,461,134,20,141,242,752,339,249,196,106,37
HARVEAN01,Antonio,Harvey,N,187,1954,553,155,278,433,58,55,130,107,255,565,230,180,92,3,1
HARVEDO01,Donnell,Harvey,N,205,3318,1150,191,636,827,161,97,80,209,464,985,453,369,243,10,1
HASKICL01,Clem,Haskins,N,681,17624,8743,119,237,2087,2382,127,30,0,1504,7824,3515,2163,1713,0,0
HASKISC01,Scott,Haskin,N,27,186,55,17,38,55,6,2,15,13,33,45,21,19,13,0,0
HASLEUD01,Udonis,Haslem,N,155,4470,1420,428,771,1199,159,96,65,187,457,1088,551,408,318,7,0
HASSEBI01,Billy,Hassett,N,91,0,405,0,0,35,184,0,0,0,208,462,129,224,147,0,0
HASSEJO01,Joey,Hassett,N,292,3642,1723,102,205,307,386,126,17,178,361,1691,712,122,105,577,194
HASSETR01,Trenton,Hassell,N,323,8570,1970,200,786,986,584,166,189,294,781,1876,813,344,266,229,78
HASTISC01,Scott,Hastings,N,578,5985,1647,424,863,1287,284,159,153,325,1037,1323,584,556,451,96,28
HASTOKI01,Kirk,Haston,N,27,134,32,1,26,27,8,0,6,10,19,56,13,12,6,6,0
HATTOVE01,Vern,Hatton,N,225,3666,1244,0,0,531,310,0,0,0,294,1409,485,373,274,0,0
HAVLIJO01,John,Havlicek,N,1270,46471,26395,610,1389,8007,6114,476,117,204,3281,23930,10513,6589,5369,0,0
HAWESST01,Steve,Hawes,N,688,15831,5768,1232,3040,4272,1288,518,314,821,1886,4836,2337,1367,1080,47,14
HAWKICO01,Connie,Hawkins,A,117,4998,3295,0,0,1479,504,0,0,355,414,2194,1131,1343,1028,31,5
HAWKICO01,Connie,Hawkins,N,499,17234,8233,332,876,3971,2052,244,150,0,1459,6453,3013,2811,2207,0,0
HAWKIHE01,Hersey,Hawkins,N,983,32038,14468,825,2729,3554,2860,1622,302,1828,2044,10612,4889,3983,3464,3108,1226
HAWKIJU01,Juaquin,Hawkins,N,58,685,134,16,62,78,47,29,6,29,57,148,57,20,10,24,10
HAWKIMA01,Marshall,Hawkins,N,39,0,152,0,0,0,51,0,0,0,87,195,55,61,42,0,0
HAWKIMI01,Michael,Hawkins,N,75,641,132,21,47,68,117,21,2,50,69,130,49,20,16,59,18
HAWKIRO01,Robert,Hawkins,N,103,2005,1313,107,133,240,150,114,47,45,252,1179,534,348,245,0,0
HAWKITO01,Tom,Hawkins,N,764,18465,6672,0,0,4607,871,0,0,0,2214,6171,2761,2016,1150,0,0
HAWTHNA01,Nate,Hawthorne,N,162,1991,882,136,197,333,108,72,42,0,274,803,338,312,206,0,0
HAYESEL01,Elvin,Hayes,N,1303,50000,27313,2778,6973,16279,2398,864,1771,1358,4193,24272,10976,7999,5356,34,5
HAYESJA01,Jarvis,Hayes,N,124,3604,1226,112,379,491,196,120,20,172,264,1226,484,216,176,255,82
HAYESJI01,Jim,Hayes,A,47,494,144,0,0,45,47,0,0,0,73,109,46,67,52,0,0
HAYESST01,Steve,Hayes,N,212,2296,545,203,323,526,85,32,102,99,438,483,233,158,79,1,0
HAYWOBR01,Brendan,Haywood,N,288,6544,1990,620,957,1577,158,137,424,291,755,1375,721,900,548,1,0
HAYWOSP01,Spencer,Haywood,A,84,3808,2519,0,0,1637,190,0,0,0,221,1998,986,705,547,11,0
HAYWOSP01,Spencer,Haywood,N,760,25600,14592,1493,3228,7038,1351,355,629,716,2167,12447,5790,3766,3011,8,1
HAZENJO01,John,Hazen,N,6,0,18,0,0,0,3,0,0,0,10,17,6,7,6,0,0
HAZZAWA01,Walt,Hazzard,N,724,19202,9087,0,57,2146,3555,26,6,0,2027,8162,3597,2502,1893,0,0
HEALSH01,Shane,Heal,N,49,308,97,3,19,22,38,4,3,22,22,121,33,10,7,83,24
HEANEBR01,Brian,Heaney,N,14,70,28,0,0,4,6,0,0,0,17,24,13,4,2,0,0
HEARDGA01,Garfield,Heard,N,787,19571,6828,1324,3329,5876,1220,784,780,349,2134,6877,2846,1736,1136,9,0
HEDDEHE01,Herm,Hedderick,N,5,23,4,0,0,4,2,0,0,0,3,9,2,1,0,0,0
HEGGSAL01,Alvin,Heggs,N,4,14,8,1,1,2,0,0,0,0,0,5,3,3,2,0,0
HEINSTO01,Tom,Heinsohn,N,654,19254,12194,0,0,5749,1318,0,0,0,2454,11787,4773,3353,2648,0,0
HEMRIDI01,Dick,Hemric,N,138,2384,863,0,0,703,102,0,0,0,240,717,270,483,323,0,0
HENDEAL01,Alan,Henderson,N,563,12830,4848,1286,1719,3005,377,344,273,683,1316,4057,1886,1682,1071,26,5
HENDECE01,Cedric,Henderson,N,8,16,11,3,5,8,0,0,0,4,2,8,4,3,3,0,0
HENDECE02,Cedric,Henderson,N,260,6182,1885,169,586,755,419,228,111,401,578,1797,783,438,313,43,6
HENDEDA01,Dave,Henderson,N,22,351,126,11,24,35,34,12,5,40,41,116,47,47,32,1,0
HENDEGE01,Gerald,Henderson,N,871,18856,7773,526,927,1453,3141,939,99,1561,1918,6526,3079,1820,1412,611,203
HENDEJE01,Jerome,Henderson,N,7,39,16,2,6,8,0,1,1,6,13,16,6,4,4,0,0
HENDEJR01,J.r.,Henderson,N,30,331,97,20,27,47,22,9,4,18,29,96,35,45,25,5,2
HENDEKE01,Kevin,Henderson,N,22,235,65,10,14,24,34,9,0,21,35,61,24,28,17,1,0
HENDETO01,Tom,Henderson,N,650,17690,6088,384,1110,1494,3136,760,76,693,1141,5601,2426,1673,1236,9,0
HENDRMA01,Mark,Hendrickson,N,114,1508,381,98,218,316,63,50,15,63,139,322,134,137,110,18,3
HENNELA01,Larry,Hennessy,N,74,817,331,0,0,94,73,0,0,0,65,422,141,64,49,0,0
HENRIDO01,Don,Henriksen,N,138,3927,989,0,0,990,240,0,0,0,432,881,338,476,313,0,0
HENRYAL01,Al,Henry,N,49,447,194,0,0,148,8,0,0,0,43,162,69,80,56,0,0
HENRYBI01,Bill,Henry,N,95,0,613,0,0,0,103,0,0,0,232,578,185,379,243,0,0
HENRYCA01,Carl,Henry,N,28,149,78,8,11,19,4,5,0,9,11,67,31,17,12,10,4
HENRYCO01,Conner,Henry,N,93,756,305,20,63,83,102,21,6,65,71,286,108,74,56,87,33
HENRYSK01,Skeeter,Henry,N,4,15,4,0,2,2,4,0,0,1,1,5,1,4,2,2,0
HENSOST01,Steve,Henson,N,238,2282,739,46,130,176,465,88,2,175,283,631,254,145,126,243,105
