ilkid,firstname,lastname,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
MILLEAN02 ,Andre,Miller,N,10,358,158,25,24,49,42,18,1,22,38,138,62,43,32,6,2
MILLEBR01 ,Brad,Miller,N,32,881,320,145,73,218,79,19,19,54,111,232,118,119,83,9,1
MILLEED01 ,Eddie,Miller,N,2,93,33,0,0,36,5,0,0,0,9,34,13,16,7,0,0
MILLEJA01 ,Jay,Miller,A,14,72,36,0,0,25,2,0,0,0,18,38,16,10,4,0,0
MILLEMI01 ,Mike,Miller,N,16,392,145,40,5,45,26,9,6,17,32,140,56,15,12,56,21
MILLEOL01 ,Oliver,Miller,N,49,727,217,132,49,181,66,27,76,60,119,161,90,68,37,5,0
MILLERE01 ,Reggie,Miller,N,144,5309,2972,339,77,416,357,146,34,257,276,2095,941,862,770,820,320
MILLSCH01 ,Chris,Mills,N,19,524,171,57,25,82,29,20,7,20,58,143,65,29,25,34,16
MILLSTE01 ,Terry,Mills,N,17,409,131,57,16,73,20,10,2,14,53,122,49,25,16,48,17
MINERHA01 ,Harold,Miner,N,4,57,32,5,3,8,2,1,0,2,4,26,12,11,8,0,0
MINGYA01  ,Yao,Ming,N,12,405,225,57,34,91,14,4,26,32,51,152,86,72,53,0,0
MINNIDI01 ,Dirk,Minniefield,N,19,77,30,1,3,4,13,3,0,14,21,22,10,8,8,5,2
MINORGR01 ,Greg,Minor,N,4,37,11,0,1,1,2,1,1,1,3,13,5,1,1,0,0
MITCHLE01 ,Leland,Mitchell,A,7,57,3,0,0,3,3,0,0,0,8,9,1,2,1,0,0
MITCHMI01 ,Mike,Mitchell,N,31,1148,640,146,75,221,45,19,28,73,88,536,270,130,99,3,1
MITCHSA01 ,Sam,Mitchell,N,59,854,267,91,39,130,34,10,9,39,122,246,98,80,65,29,6
MIXST01   ,Steve,Mix,N,89,1442,642,52,33,248,137,33,8,30,143,494,244,177,153,2,1
MOBLECU01 ,Cuttino,Mobley,N,14,462,174,33,9,42,34,11,5,29,38,160,67,28,23,53,17
MOEDO01   ,Doug,Moe,A,60,2142,1081,0,0,419,160,0,0,0,221,968,411,342,259,0,0
MOGUSLE01 ,Leo,Mogus,N,3,0,10,0,0,0,7,0,0,0,10,18,3,7,4,0,0
MOHAMNA01 ,Nazr,Mohammed,N,30,628,204,92,85,177,9,20,26,31,83,155,81,63,41,1,1
MOISOJE01 ,Jerome,Moiso,N,4,60,23,8,8,16,5,0,7,4,9,16,10,4,3,0,0
MOKESPA01 ,Paul,Mokeski,N,69,815,251,148,59,207,33,26,23,39,166,183,89,97,72,4,1
MOLISWA01 ,Wayne,Molis,N,1,10,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0
MONCRSI01 ,Sidney,Moncrief,N,93,3226,1487,280,189,469,317,106,36,224,285,1033,491,602,488,58,17
MONEYER01 ,Eric,Money,N,20,505,222,0,0,42,93,3,0,0,62,210,96,38,30,0,0
MONROEA01 ,Earl,Monroe,N,82,2715,1471,0,0,266,264,6,0,0,216,1292,567,426,337,0,0
MONTRER01 ,Eric,Montross,N,16,168,24,19,15,34,1,0,5,10,36,22,10,8,4,0,0
MOOREJO01 ,Johnny,Moore,N,50,1137,483,91,41,149,346,70,13,74,135,414,201,107,71,32,10
MOOREMI01 ,Mikki,Moore,N,3,42,18,5,7,12,3,1,0,4,9,12,5,8,8,0,0
MORELJA01 ,Jackie,Moreland,A,28,829,347,0,0,193,70,0,0,0,123,342,143,92,61,0,0
MORELJA01 ,Jackie,Moreland,N,14,223,103,0,0,62,16,0,0,0,50,90,44,22,15,0,0
MORGARE01 ,Rex,Morgan,N,4,10,3,0,0,5,0,0,0,0,6,7,1,3,1,0,0
MORRICH01 ,Chris,Morris,N,69,1142,448,152,72,224,53,46,32,45,115,389,173,84,63,132,39
MORRIDW01 ,Dwight,Morrison,N,10,65,11,0,0,25,1,0,0,0,27,15,5,7,1,0,0
MORRIMA01 ,Max,Morris,N,3,0,43,0,0,0,14,0,0,0,8,40,14,26,15,0,0
MORTOJO01 ,John,Morton,N,3,11,8,0,0,0,0,0,0,2,1,5,2,4,4,0,0
MOSLEGL01 ,Glenn,Mosley,N,3,6,5,0,0,1,1,0,1,0,0,3,2,3,1,0,0
MOSSPE01  ,Perry,Moss,N,15,73,30,6,2,8,7,6,1,7,11,22,10,10,9,2,1
MOUNTRI01 ,Rick,Mount,A,65,1498,700,0,0,104,106,0,0,0,128,714,290,143,120,0,0
MOURNAL01 ,Alonzo,Mourning,N,70,2316,1186,435,161,596,77,40,188,208,275,813,405,564,369,19,7
MUELLER01 ,Erwin,Mueller,A,5,112,16,0,0,19,15,0,0,0,10,18,5,7,6,0,0
MUELLER01 ,Erwin,Mueller,N,17,334,71,0,0,68,27,0,0,0,39,85,28,28,15,0,0
MULLICH01 ,Chris,Mullin,N,71,2057,982,191,46,237,148,74,45,136,145,740,366,213,183,164,67
MULLIJE01 ,Jeff,Mullins,N,83,2255,1084,0,0,304,259,0,0,0,217,1030,462,213,160,0,0
MURDOER01 ,Eric,Murdock,N,8,136,55,20,3,23,16,8,1,7,12,37,14,30,25,10,2
MURESGH01 ,Gheorghe,Muresan,N,3,70,15,16,2,18,0,0,4,11,6,9,4,8,7,0,0
MURPHCA01 ,Calvin,Murphy,N,51,1660,945,24,13,78,213,46,1,62,197,817,388,177,165,14,4
MURRAKE01 ,Ken,Murray,N,6,15,40,0,0,14,10,0,0,0,13,58,17,7,6,0,0
MURRALA01 ,Lamond,Murray,N,3,65,21,9,2,11,3,2,3,4,7,20,6,7,7,8,2
MURRARO01 ,Ronald,Murray,N,4,62,12,4,2,6,5,0,2,2,8,19,4,7,4,2,0
MURRATR01 ,Tracy,Murray,N,7,103,63,6,6,12,3,6,2,2,14,39,21,17,16,13,5
MURREDO01 ,Dorie,Murrey,N,17,93,33,0,0,33,1,0,0,0,6,27,13,11,7,0,0
MURREWI01 ,Willie,Murrell,A,24,689,316,0,0,159,29,0,0,0,62,278,130,69,56,0,0
MUSTAJE01 ,Jerrod,Mustaf,N,10,32,18,4,3,7,0,0,2,1,2,10,7,5,4,0,0
MUTOMDI01 ,Dikembe,Mutombo,N,86,2934,886,623,280,903,75,38,235,148,239,570,292,428,302,1,0
MYERSPE01 ,Pete,Myers,N,24,329,87,15,17,32,37,12,6,21,33,71,34,33,18,6,1
NACHBBO01 ,Bostjan,Nachbar,N,5,41,14,5,1,6,2,1,0,2,9,9,4,5,5,3,1
NAILOLE01 ,Lee,Nailon,N,9,160,69,14,10,24,6,3,0,7,17,59,27,19,15,1,0
NAJERED01 ,Eduardo,Najera,N,41,630,186,64,57,121,21,21,7,22,96,139,69,58,45,4,3
NANCELA01 ,Larry,Nance,N,68,2428,1070,351,184,535,160,59,144,106,220,813,440,256,190,1,0
NASHBO01  ,Bob,Nash,N,5,64,24,0,0,11,0,0,4,0,10,27,8,10,8,0,0
NASHST01  ,Steve,Nash,N,66,2295,1067,197,46,243,502,48,6,193,147,849,388,211,189,239,102
NATERSW01 ,Swen,Nater,A,13,445,193,0,0,181,21,0,0,0,39,169,87,35,19,0,0
NATERSW01 ,Swen,Nater,N,17,146,58,24,16,40,1,1,2,8,27,38,19,26,20,0,0
NATTCA01  ,Calvin,Natt,N,45,1504,826,229,97,326,109,27,12,91,100,636,320,250,184,9,2
NAULLWI01 ,Willie,Naulls,N,35,485,248,0,0,134,21,0,0,0,92,267,99,67,50,0,0
NEALLL01  ,Lloyd,Neal,N,22,253,92,0,0,81,19,0,4,0,39,84,37,27,18,0,0
NEALYED01 ,Ed,Nealy,N,33,376,84,63,28,91,15,14,1,10,66,68,30,27,19,15,5
NELSOBA01 ,Barry,Nelson,N,2,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
NELSODO01 ,Don,Nelson,N,150,3209,1577,0,0,719,210,0,0,0,399,1175,585,498,407,0,0
NELSORO01 ,Ron,Nelson,A,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NESTERA01 ,Radoslav,Nesterovic,N,45,840,188,102,61,163,31,10,30,29,125,194,88,29,12,1,0
NEUMAJO01 ,Johnny,Neumann,A,23,285,158,0,0,36,22,0,0,0,41,168,67,27,24,0,0
NEUMAJO01 ,Johnny,Neumann,N,6,68,24,0,0,2,9,0,0,0,14,29,11,4,2,0,0
NEUMAPA01 ,Paul,Neumann,N,29,608,217,0,0,61,82,0,0,0,87,194,76,85,65,0,0
NEVITCH01 ,Chuck,Nevitt,N,16,55,16,10,6,16,1,4,9,6,13,16,5,10,6,0,0
NEWBIIV01 ,Ivano,Newbill,N,3,5,0,1,0,1,1,0,0,1,2,0,0,0,0,0,0
NEWLIMI01 ,Mike,Newlin,N,22,682,325,0,0,73,103,1,1,0,72,270,135,65,55,0,0
NEWMADA01 ,Dave,Newmark,N,6,42,34,0,0,12,2,0,0,0,8,33,15,4,4,0,0
NEWMAJO01 ,Johnny,Newman,N,39,851,421,40,41,81,56,35,8,59,119,335,151,137,105,62,14
NEWTOBI01 ,Bill,Newton,A,4,7,4,0,0,5,0,0,0,0,3,5,2,0,0,0,0
NICHOJA01 ,Jack,Nichols,N,40,807,361,0,0,209,90,0,0,0,120,362,138,110,85,0,0
NIEMARI01 ,Rich,Niemann,A,5,53,17,0,0,12,0,0,0,0,0,18,7,3,3,0,0
NIEMIJO01 ,John,Niemiera,N,8,0,28,0,0,0,8,0,0,0,10,27,11,8,6,0,0
NILESMI01 ,Mike,Niles,N,2,4,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0
NIMPHKU01 ,Kurt,Nimphius,N,25,306,70,47,34,81,18,2,19,14,52,65,26,23,18,0,0
NIXONNO01 ,Norm,Nixon,N,58,2287,1027,118,40,195,465,89,8,122,201,921,440,186,142,15,5
NOBLECH01 ,Chuck,Noble,N,29,591,186,0,0,63,86,0,0,0,71,244,79,36,28,0,0
NOCIOAN01 ,Andres,Nocioni,N,6,203,77,41,8,49,14,1,6,11,20,67,27,23,17,17,6
NOELPA01  ,Paul,Noel,N,14,0,22,0,0,9,2,0,0,0,19,25,8,10,6,0,0
NORDMRO01 ,Robert,Nordmann,N,2,5,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0
NORMACO01 ,Connie,Norman,N,1,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0
NORMAKE01 ,Ken,Norman,N,13,390,143,64,35,99,30,8,4,10,39,138,59,46,21,18,4
NORRIAU01 ,Audie,Norris,N,20,214,79,40,31,71,12,7,8,18,43,55,32,32,15,0,0
NORRIMO01 ,Moochie,Norris,N,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NORWOWI01 ,Willie,Norwood,N,14,290,92,0,0,45,13,0,1,0,43,81,38,23,16,0,0
NOWITDI01 ,Dirk,Nowitzki,N,53,2241,1332,488,84,572,119,73,64,115,174,996,440,434,379,180,73
NUTTDE01  ,Dennis,Nutt,N,1,10,2,1,1,2,1,0,0,1,0,5,1,0,0,2,0
NWOSUJU01 ,Julius,Nwosu,N,2,7,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0
OAKLECH01 ,Charles,Oakley,N,144,5108,1550,926,519,1445,283,178,42,308,503,1272,584,486,367,41,15
OBANCH01  ,Charles,O'bannon,N,4,9,4,0,1,1,1,0,0,3,0,3,2,0,0,0,0
ODOMLA01  ,Lamar,Odom,N,13,511,219,76,32,108,37,14,10,42,58,182,81,72,49,26,8
OGDENCA01 ,Carlos,Ogden,N,2,16,12,0,0,3,6,0,0,0,1,11,5,4,2,0,0
OGDENRA01 ,Ralph,Ogden,N,2,15,6,0,0,4,1,0,0,0,0,5,1,4,4,0,0
OGGAL01   ,Alan,Ogg,N,3,15,3,1,0,1,0,1,3,0,3,3,1,2,1,0,0
OHLDO01   ,Don,Ohl,N,39,1165,631,0,0,134,105,0,0,0,132,578,249,179,133,0,0
OKEEDI01  ,Dick,O'keefe,N,2,0,15,0,0,0,5,0,0,0,10,13,4,8,7,0,0
OKORMI01  ,Mike,O'koren,N,20,333,74,40,21,61,33,6,5,20,59,91,34,10,6,3,0
OKURME01  ,Mehmet,Okur,N,39,575,176,91,40,131,21,17,21,29,59,146,66,58,35,18,9
OLAJUHA01 ,Hakeem,Olajuwon,N,145,5749,3755,1150,471,1621,458,245,472,424,562,2847,1504,1034,743,18,4
OLBERMA01 ,Mark,Olberding,A,7,73,13,0,0,22,3,0,0,0,15,15,5,6,3,0,0
OLBERMA01 ,Mark,Olberding,N,47,1366,521,105,44,255,131,35,19,58,183,435,204,144,112,4,1
OLDHAJA01 ,Jawann,Oldham,N,5,95,14,15,9,24,3,6,7,12,19,16,7,0,0,0,0
OLDHAJO01 ,Johnny,Oldham,N,3,0,17,0,0,5,5,0,0,0,13,16,6,10,5,0,0
OLIVEBR01 ,Brian,Oliver,N,4,15,6,0,0,0,1,1,0,0,4,6,2,2,2,0,0
OLLIEKE01 ,Kevin,Ollie,N,38,306,82,24,2,26,58,5,0,16,23,65,27,29,27,2,1
OLOWOMI01 ,Michael,Olowokandi,N,15,224,31,36,16,52,2,2,11,17,50,37,12,8,7,1,0
OLSENEN01 ,Enoch,Olsen,A,12,211,37,0,0,61,0,0,0,0,0,43,18,7,1,0,0
OLSENEN01 ,Enoch,Olsen,N,15,84,46,0,0,32,6,0,0,0,16,45,21,12,4,0,0
ONEAJE01  ,Jermaine,O'neal,N,64,1800,803,366,103,469,66,22,115,106,181,716,293,304,217,14,0
ONEASH01  ,Shaquille,O'neal,N,171,6814,4546,1401,741,2142,517,97,393,517,604,3132,1759,1995,1028,0,0
ORMSBA01  ,Barry,Orms,N,3,10,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
ORRLO01   ,Louis,Orr,N,22,393,144,46,37,83,13,14,6,24,46,143,56,38,32,0,0
OSHEKE01  ,Kevin,O'shea,N,5,0,5,0,0,5,1,0,0,0,8,7,1,4,3,0,0
OSTERGR01 ,Greg,Ostertag,N,89,1768,372,302,180,482,31,29,165,68,247,299,139,164,94,0,0
OSTERWA01 ,Wally,Osterkorn,N,33,908,258,0,0,207,70,0,0,0,97,232,83,157,92,0,0
OTTENDO01 ,Don,Otten,N,5,0,70,0,0,19,14,0,0,0,22,51,18,42,34,0,0
OUTLABO01 ,Bo,Outlaw,N,23,417,73,61,27,88,27,11,19,27,57,65,29,42,15,1,0
OWENSBI01 ,Billy,Owens,N,11,415,169,59,30,89,40,16,5,24,42,141,70,45,29,5,0
OWENSJI01 ,Jim,Owens,N,8,0,80,0,0,0,19,0,0,0,37,89,26,41,28,0,0
OWENSTO01 ,Tom,Owens,A,28,751,338,0,0,238,36,0,0,0,102,274,136,96,66,0,0
OWENSTO01 ,Tom,Owens,N,16,375,159,9,13,82,33,10,10,5,62,127,67,37,25,0,0
OYEDEOL01 ,Olumide,Oyedeji,N,3,17,9,2,4,6,1,0,0,1,2,5,4,5,1,0,0
PACEJO01  ,Joe,Pace,N,9,52,25,0,0,20,1,1,6,0,17,10,7,15,11,0,0
PACKRO01  ,Robert,Pack,N,33,436,170,28,7,35,62,23,7,51,65,154,59,63,46,21,6
PADDIGE01 ,Gerald,Paddio,N,9,30,14,2,1,3,4,2,1,2,1,14,7,0,0,1,0
PADGESC01 ,Scott,Padgett,N,27,282,80,36,26,62,15,9,6,18,41,77,31,9,7,34,11
PALAZTO01 ,Togo,Palazzi,N,23,216,121,0,0,59,12,0,0,0,33,136,48,39,25,0,0
PALMEER01 ,Errol,Palmer,A,6,75,28,0,0,27,7,0,0,0,17,25,10,10,8,0,0
PALMEWA01 ,Walter,Palmer,N,2,6,2,1,0,1,0,0,0,1,3,4,1,0,0,0,0
PARGOJA01 ,Jannero,Pargo,N,16,205,75,10,4,14,24,11,1,15,36,75,26,9,6,47,17
PARISRO01 ,Robert,Parish,N,184,6177,2820,1134,528,1765,234,138,298,365,617,2239,1132,770,556,1,0
PARKESO01 ,Sonny,Parker,N,10,120,42,0,0,28,9,0,0,0,9,36,19,4,4,0,0
PARKETO01 ,Tony,Parker,N,67,2399,1087,151,31,182,295,61,7,171,157,1005,435,244,166,174,51
PARKHBA01 ,Barry,Parkhill,A,3,9,6,0,0,1,2,0,0,0,0,7,3,0,0,0,0
PARKME01  ,Medford,Park,N,26,418,129,0,0,74,35,0,0,0,61,121,38,77,53,0,0
PARKSCH01 ,Cherokee,Parks,N,7,55,12,13,3,16,0,1,2,2,11,17,6,1,0,0,0
PARKSRI01 ,Rich,Parks,A,5,7,1,0,0,2,0,0,0,0,3,2,0,4,1,0,0
PATRIST01 ,Stan,Patrick,N,3,0,10,0,0,0,1,0,0,0,2,7,4,3,2,0,0
PATTEAN01 ,Andrae,Patterson,N,2,7,0,3,1,4,2,0,0,1,1,0,0,0,0,0,0
PATTEGE01 ,George,Patterson,N,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PATTERU01 ,Ruben,Patterson,N,18,309,127,23,25,48,14,10,4,22,23,94,44,52,39,7,0
PATTETO01 ,Tommy,Patterson,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAULKCH01 ,Charlie,Paulk,N,7,13,6,0,0,5,0,0,0,0,5,10,3,0,0,0,0
PAULTBI01 ,Billy,Paultz,A,56,2172,950,0,0,682,115,0,0,0,216,733,372,285,206,0,0
PAULTBI01 ,Billy,Paultz,N,70,1616,515,143,81,380,106,28,53,47,157,505,215,129,85,1,0
PAXSOJI01 ,Jim,Paxson,N,53,1107,554,53,27,80,100,38,4,56,81,458,212,151,122,30,8
PAXSOJI02 ,Jim,Paxson,N,7,84,37,0,0,22,8,0,0,0,11,47,12,22,13,0,0
PAXSOJO01 ,John,Paxson,N,119,2617,748,98,11,109,306,65,3,71,249,620,306,105,91,122,45
PAYNEKE01 ,Kenny,Payne,N,3,10,6,1,1,2,0,0,0,1,3,5,2,2,2,2,0
PAYNETO01 ,Tom,Payne,N,1,5,4,0,0,4,0,0,0,0,1,1,1,5,2,0,0
PAYTOGA01 ,Gary,Payton,N,129,4890,2022,389,142,531,772,193,29,275,376,1819,806,411,290,376,120
PAYTOME01 ,Mel,Payton,N,5,54,25,0,0,9,1,0,0,0,13,19,8,10,9,0,0
PECKWI01  ,Wiley,Peck,N,2,9,0,3,0,3,0,0,1,0,1,3,0,0,0,0,0
PEEKRI01  ,Richard,Peek,A,8,137,43,0,0,42,3,0,0,0,17,37,18,15,7,0,0
PEELEAN01 ,Anthony,Peeler,N,57,1418,399,138,51,189,102,63,10,61,117,425,150,54,43,170,56
PEEPLGE01 ,George,Peeples,A,21,545,141,0,0,170,15,0,0,0,41,123,47,70,47,0,0
PELLOSA01 ,Sam,Pellom,N,5,22,3,0,1,1,1,0,1,0,3,6,1,3,1,0,0
PERDUWI01 ,Will,Perdue,N,108,1256,367,224,153,377,34,15,42,73,206,264,139,139,88,4,1
PERKIKE01 ,Kendrick,Perkins,N,6,28,9,3,3,6,0,0,3,3,7,5,4,3,1,0,0
PERKISA01 ,Sam,Perkins,N,167,4785,1861,681,255,936,246,118,126,207,441,1479,656,506,397,419,152
PERKIWA01 ,Warren,Perkins,N,2,0,4,0,0,0,0,0,0,0,2,1,1,2,2,0,0
PERRYCU01 ,Curtis,Perry,N,36,1250,399,0,0,356,63,0,0,0,146,361,167,97,65,0,0
PERRYEL01 ,Elliot,Perry,N,19,187,91,12,4,16,29,10,0,10,13,73,34,27,21,6,2
PERRYRO01 ,Ron,Perry,A,17,202,86,0,0,21,18,0,0,0,33,114,34,27,18,0,0
PERRYTI01 ,Tim,Perry,N,23,302,137,39,23,62,13,8,13,20,44,92,53,52,31,0,0
PERSOCH01 ,Chuck,Person,N,51,1332,577,161,23,184,86,23,12,60,120,464,208,114,84,197,77
PERSOWE01 ,Wesley,Person,N,27,783,278,62,25,87,31,14,6,20,36,235,98,39,32,134,50
PETERBO01 ,Bob,Peterson,N,3,71,24,0,0,16,5,0,0,0,3,15,7,11,10,0,0
PETERED01 ,Ed,Peterson,N,11,0,44,0,0,0,1,0,0,0,33,43,18,14,8,0,0
PETERJI01 ,Jim,Petersen,N,46,788,241,134,73,207,37,17,17,33,132,200,97,71,47,0,0
PETERME01 ,Mel,Peterson,A,18,120,50,0,0,34,4,0,0,0,11,36,21,14,8,0,0
PETERMO01 ,Morris,Peterson,N,13,264,89,21,5,26,26,11,3,13,27,84,36,14,11,26,6
PETRODR01 ,Drazen,Petrovic,N,29,609,297,35,16,51,42,12,1,50,68,251,119,69,48,34,11
PETTIBO01 ,Bob,Pettit,N,88,3545,2240,0,0,1304,241,0,0,0,277,1834,766,915,708,0,0
PETTWJE01 ,Jerry,Pettway,A,3,62,28,0,0,14,5,0,0,0,5,29,12,5,4,0,0
PHEGLRO01 ,Roger,Phegley,N,14,49,26,7,1,8,2,2,0,4,7,23,9,6,5,6,3
PHELAJA01 ,Jack,Phelan,N,3,0,10,0,0,0,3,0,0,0,10,10,4,3,2,0,0
PHILLAN01 ,Andy,Phillip,N,60,1424,353,0,0,193,232,0,0,0,156,333,110,195,133,0,0
PHILLBO01 ,Bobby,Phills,N,26,600,178,50,19,69,48,24,3,35,48,178,71,40,24,36,12
PHILLED01 ,Eddie,Phillips,N,2,12,7,2,3,5,3,0,0,1,2,6,3,4,1,2,0
PHILLGA01 ,Gary,Phillips,N,17,288,106,0,0,27,21,0,0,0,42,113,36,51,34,0,0
PIATKER01 ,Eric,Piatkowski,N,9,107,39,10,2,12,3,5,1,1,9,31,10,14,12,18,7
PIATKWA01 ,Walt,Piatkowski,A,13,251,132,0,0,40,10,0,0,0,41,135,60,15,12,0,0
PIERCPA01 ,Paul,Pierce,N,37,1556,908,265,51,316,175,66,42,149,120,665,272,373,306,193,58
PIERCRI01 ,Ricky,Pierce,N,97,2656,1447,132,97,229,187,70,20,154,266,1142,532,404,350,93,33
PINCKED01 ,Ed,Pinckney,N,30,560,176,72,63,135,11,19,12,21,57,101,62,63,52,1,0
PIONTDA01 ,Dave,Piontek,N,25,325,104,0,0,70,20,0,0,0,44,113,40,37,24,0,0
PIPPESC01 ,Scottie,Pippen,N,208,8105,3642,1117,466,1583,1048,395,185,602,686,3009,1335,1067,772,660,200
PITTMCH01 ,Charlie,Pittman,N,21,336,114,52,31,83,21,5,8,25,41,74,42,46,30,1,0
PLANIZO01 ,Zoran,Planinic,N,9,18,1,1,0,1,2,0,0,2,2,2,0,2,1,1,0
POLLAJI01 ,Jim,Pollard,N,62,1724,847,0,0,407,220,0,0,0,174,882,306,310,235,0,0
POLLASC01 ,Scot,Pollard,N,53,649,172,95,85,180,10,17,26,25,123,136,68,59,36,0,0
POLYNOL01 ,Olden,Polynice,N,37,770,236,134,87,221,12,15,22,29,112,192,105,46,25,2,1
PONDECL01 ,Cliff,Pondexter,N,3,12,2,0,0,3,1,0,0,0,0,1,0,2,2,0,0
POPEMA01  ,Mark,Pope,N,13,88,19,10,7,17,3,3,0,1,14,16,9,1,1,2,0
POQUEBE01 ,Ben,Poquette,N,4,91,30,10,4,14,1,2,6,4,16,21,13,5,4,0,0
PORTEHO01 ,Howard,Porter,N,36,663,335,0,0,152,18,0,0,0,59,329,151,39,33,0,0
PORTEKE01 ,Kevin,Porter,N,33,971,363,0,2,68,191,3,0,4,128,324,150,97,63,1,0
PORTETE01 ,Terry,Porter,N,124,3939,1828,300,73,373,624,137,14,236,245,1320,620,529,437,406,151
PORTEWI01 ,Willie,Porter,A,14,167,58,0,0,69,6,0,0,0,43,43,19,29,20,0,0
PORTMBO01 ,Bob,Portman,N,11,149,59,0,0,30,3,0,0,0,14,61,24,14,11,0,0
POSEYJA01 ,James,Posey,N,8,230,89,26,9,35,8,11,3,11,27,62,26,34,29,21,8
POTAPVI01 ,Vitaly,Potapenko,N,9,107,27,12,6,18,3,2,0,6,16,25,11,10,5,0,0
POWELCI01 ,Cincy,Powell,A,61,2019,1066,0,0,593,123,0,0,0,202,989,412,321,242,0,0
PRESSPA01 ,Paul,Pressey,N,75,2269,881,203,113,316,420,116,49,207,261,682,321,313,228,45,11
PREVIST01 ,Steve,Previs,A,2,11,2,0,0,3,3,0,0,0,2,7,1,0,0,0,0
PRICEBR01 ,Brent,Price,N,9,173,52,13,4,17,20,8,1,12,17,39,17,9,8,27,10
PRICEJI01 ,Jim,Price,N,23,482,138,0,0,55,62,5,0,0,61,168,59,32,20,0,0
PRICEMA01 ,Mark,Price,N,47,1691,818,103,21,124,327,64,5,157,81,603,280,214,202,166,56
PRICEMI01 ,Mike,Price,N,8,26,12,0,0,5,5,0,0,0,11,11,4,6,4,0,0
PRIDDBO01 ,Bob,Priddy,N,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PRINCTA01 ,Tayshaun,Prince,N,63,2200,705,244,108,352,159,59,53,72,131,634,269,153,118,157,49
PROFILA01 ,Laron,Profit,N,3,5,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0
PRZYBJO01 ,Joel,Przybilla,N,5,35,2,8,2,10,1,0,2,1,11,1,1,0,0,0,0
QUICKBO01 ,Bob,Quick,N,2,9,4,0,0,1,0,0,0,0,1,3,2,2,0,0,0
QUINNBR01 ,Brian,Quinnett,N,6,52,14,4,5,9,5,1,0,3,4,12,6,0,0,4,2
RACKLLU01 ,Luke,Rackley,N,11,29,8,0,0,7,1,0,0,0,7,14,2,4,4,0,0
RADJADI01 ,Dino,Radja,N,4,153,60,24,4,28,9,4,5,9,19,50,20,28,20,0,0
RADMAVL01 ,Vladimir,Radmanovic,N,11,235,70,29,7,36,8,5,4,11,20,67,27,5,4,34,12
RADOVFR01 ,Frank,Radovich,N,2,12,4,0,0,3,0,0,0,0,2,6,1,4,2,0,0
RAGELRA01 ,Ray,Ragelis,N,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
RAIKESH01 ,Sherwin,Raiken,N,4,19,8,0,0,1,2,0,0,0,3,5,4,1,0,0,0
RAINSED01 ,Ed,Rains,N,8,41,14,5,4,9,2,1,0,2,5,11,5,9,4,1,0
RAMBIKU01 ,Kurt,Rambis,N,139,2565,719,528,236,764,119,85,68,141,373,495,284,215,151,1,0
RAMSEFR01 ,Frank,Ramsey,N,98,2396,1331,0,0,494,151,0,0,0,362,1105,469,476,393,0,0
RANDAMA01 ,Mark,Randall,N,2,6,0,4,1,5,0,0,1,1,1,1,0,0,0,0,0
RANDOZA01 ,Zachary,Randolph,N,8,206,97,39,22,61,11,3,2,13,17,61,32,37,33,0,0
RANSEKE01 ,Kelvin,Ransey,N,14,306,106,17,8,25,64,9,3,22,33,117,45,19,14,5,2
RASMUBL01 ,Blair,Rasmussen,N,29,632,345,112,68,180,25,10,27,21,84,316,140,81,65,0,0
RATKOGE01 ,George,Ratkovicz,N,24,59,259,0,0,85,38,0,0,0,94,195,80,148,99,0,0
RATLEED01 ,Ed,Ratleff,N,8,291,89,0,0,53,35,0,0,0,31,87,36,20,17,0,0
RATLITH01 ,Theo,Ratliff,N,21,600,189,81,53,134,16,16,52,27,59,148,71,70,47,0,0
RAUTILE01 ,Leo,Rautins,N,3,5,3,0,2,2,1,1,0,0,2,3,1,0,0,2,1
RAYCL01   ,Clifford,Ray,N,60,1735,496,0,0,608,125,0,0,0,206,385,207,139,82,0,0
RAYDO01   ,Don,Ray,N,3,0,18,0,0,0,0,0,0,0,7,13,4,11,10,0,0
RAYJA01   ,Jamesearl,Ray,N,4,20,3,2,1,3,0,0,2,0,4,6,1,4,1,0,0
RAYMOCR01 ,Craig,Raymond,A,23,743,336,0,0,280,44,0,0,0,7,270,131,96,74,0,0
REBRAZE01 ,Zeljko,Rebraca,N,9,98,38,9,6,15,0,1,1,5,23,28,11,21,16,0,0
RECASEL01 ,Eldridge,Recasner,N,17,227,63,14,3,17,21,4,0,11,16,55,21,14,10,24,11
