ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
ISSELDA01 ,1970,Dan,Issel,KEN,A,19,670,534,0,0,221,28,0,0,0,78,408,206,139,122,0,0
JABALWA01 ,1970,Warren,Jabali,IND,A,11,250,86,28,12,40,33,0,0,21,27,96,29,31,25,28,3
JACKSLU01 ,1970,Lucious,Jackson,PHI,N,7,160,39,0,0,61,11,0,0,0,17,38,16,10,7,0,0
JACKSME01 ,1970,Merv,Jackson,UTS,A,18,598,271,0,0,79,109,0,0,0,47,237,114,54,43,0,0
JACKSPH01 ,1970,Phil,Jackson,NYK,N,5,30,9,0,0,10,2,0,0,0,8,14,4,1,1,0,0
JOHNSGE02 ,1970,George,Johnson,BAL,N,11,35,15,0,0,11,2,0,0,0,9,13,7,2,1,0,0
JOHNSGU01 ,1970,Gus,Johnson,BAL,N,11,365,143,0,0,114,30,0,0,0,34,128,54,47,35,0,0
JOHNSNE01 ,1970,Neil,Johnson,VIR,A,12,253,111,0,0,100,32,0,0,0,54,92,41,44,29,0,0
JONESJA01 ,1970,Jake,Jones,MMP,A,4,130,65,0,0,24,15,0,0,0,16,48,24,25,17,0,0
JONESLA01 ,1970,Larry,Jones,FLA,A,6,216,101,0,0,25,37,0,0,0,20,86,34,36,33,0,0
JONESNI01 ,1970,Nick,Jones,SFW,N,5,77,29,0,0,5,5,0,0,0,9,26,7,18,15,0,0
JONESRI01 ,1970,Rich,Jones,DLC,A,4,103,35,0,0,22,10,0,0,0,10,40,12,15,11,0,0
JONESST01 ,1970,Steve,Jones,MMP,A,4,163,89,0,0,21,9,0,0,0,14,88,39,11,11,0,0
JONESWA01 ,1970,Wali,Jones,PHI,N,7,115,48,0,0,12,11,0,0,0,22,52,19,13,10,0,0
JONESWI01 ,1970,Wil,Jones,MMP,A,4,158,60,0,0,49,13,0,0,0,17,56,28,6,4,0,0
KILLUER01 ,1970,Ernie,Killum,LAL,N,2,4,4,0,0,0,0,0,0,0,1,1,1,3,2,0,0
KINGJI01  ,1970,Jim,King,CHI,N,7,147,46,0,0,21,27,0,0,0,25,45,19,12,8,0,0
LADNEWE01 ,1970,Wendell,Ladner,MMP,A,4,143,41,0,0,40,14,0,0,0,19,72,19,8,3,0,0
LEAKSEM01 ,1970,Emanuel,Leaks,NYN,A,6,204,76,0,0,47,3,0,0,0,16,69,35,12,6,0,0
LEECL01   ,1970,Clyde,Lee,SFW,N,5,93,24,0,0,37,2,0,0,0,13,24,10,8,4,0,0
LEWISFR01 ,1970,Freddie,Lewis,IND,A,11,384,106,0,0,48,52,0,0,0,40,107,39,37,28,0,0
LOGANHE01 ,1970,Henry,Logan,VIR,A,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
LOUGHKE01 ,1970,Kevin,Loughery,BAL,N,17,500,232,0,0,38,52,0,0,0,57,212,84,85,64,0,0
LOVEBO01  ,1970,Bob,Love,CHI,N,7,330,187,0,0,51,10,0,0,0,26,161,79,36,29,0,0
LUCASJE01 ,1970,Jerry,Lucas,SFW,N,5,171,89,0,0,50,16,0,0,0,14,77,39,16,11,0,0
MARAVPE02 ,1970,Pete,Maravich,ATL,N,5,199,110,0,0,26,24,0,0,0,14,122,46,26,18,0,0
MARINJA01 ,1970,Jack,Marin,BAL,N,18,750,370,0,0,145,56,0,0,0,54,319,147,93,76,0,0
MASTED01  ,1970,Eddie,Mast,NYK,N,3,11,4,0,0,3,0,0,0,0,2,5,2,0,0,0,0
MCCARWI01 ,1970,Willie,Mccarter,LAL,N,12,232,55,0,0,26,17,0,0,0,30,76,27,6,1,0,0
MCDONRO01 ,1970,Rod,Mcdonald,UTS,A,5,22,17,0,0,13,2,0,0,0,3,11,8,2,1,0,0
MCGLOJO01 ,1970,Jon,Mcglocklin,MIL,N,14,491,208,0,0,31,34,0,0,0,36,168,90,33,28,0,0
MCLEMMC01 ,1970,Mccoy,Mclemore,MIL,N,10,52,7,0,0,16,8,0,0,0,8,12,3,2,1,0,0
MCMILJI01 ,1970,Jim,Mcmillian,LAL,N,12,522,181,0,0,65,22,0,0,0,27,181,79,34,23,0,0
MELCHBI01 ,1970,Bill,Melchionni,NYN,A,5,205,112,0,0,7,41,0,0,0,16,82,44,26,24,0,0
MOEDO01   ,1970,Doug,Moe,VIR,A,12,421,211,0,0,57,37,0,0,0,43,177,90,41,31,0,0
MONROEA01 ,1970,Earl,Monroe,BAL,N,18,671,397,0,0,64,74,0,0,0,56,356,145,135,107,0,0
MOUNTRI01 ,1970,Rick,Mount,IND,A,10,129,55,0,0,10,9,0,0,0,13,73,25,7,5,0,0
MULLIJE01 ,1970,Jeff,Mullins,SFW,N,5,205,82,0,0,32,24,0,0,0,13,85,30,25,22,0,0
MURREDO01 ,1970,Dorie,Murrey,BAL,N,16,92,33,0,0,33,1,0,0,0,6,27,13,11,7,0,0
NELSORO01 ,1970,Ron,Nelson,FLA,A,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NIEMARI01 ,1970,Rich,Niemann,FLA,A,1,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
OGDENCA01 ,1970,Carlos,Ogden,PHI,N,1,4,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0
OGDENRA01 ,1970,Ralph,Ogden,SFW,N,2,15,6,0,0,4,1,0,0,0,0,5,1,4,4,0,0
PAULTBI01 ,1970,Billy,Paultz,NYN,A,6,239,120,0,0,90,18,0,0,0,29,76,45,40,30,0,0
PORTMBO01 ,1970,Bob,Portman,SFW,N,5,110,46,0,0,20,2,0,0,0,9,39,20,9,6,0,0
POWELCI01 ,1970,Cincy,Powell,KEN,A,19,702,347,0,0,248,47,0,0,0,83,382,138,102,71,0,0
PRICEMI01 ,1970,Mike,Price,NYK,N,8,26,12,0,0,5,5,0,0,0,11,11,4,6,4,0,0
RAYMOCR01 ,1970,Craig,Raymond,MMP,A,2,17,8,0,0,4,1,0,0,0,1,7,3,2,2,0,0
REEDWI01  ,1970,Willis,Reed,NYK,N,12,504,188,0,0,144,27,0,0,0,41,196,81,39,26,0,0
RILEYPA01 ,1970,Pat,Riley,LAL,N,7,135,66,0,0,15,14,0,0,0,12,69,29,11,8,0,0
RIORDMI01 ,1970,Mike,Riordan,NYK,N,12,168,46,0,0,30,9,0,0,0,26,52,20,8,6,0,0
ROBEROS01 ,1970,Oscar,Robertson,MIL,N,14,520,256,0,0,70,124,0,0,0,39,210,102,69,52,0,0
ROBERRI01 ,1970,Rick,Roberson,LAL,N,9,93,24,0,0,26,4,0,0,0,14,29,10,7,4,0,0
ROBINSA01 ,1970,Sam,Robinson,FLA,A,6,111,62,0,0,19,6,0,0,0,17,53,24,16,14,0,0
RUFFNPA01 ,1970,Paul,Ruffner,CHI,N,1,3,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0
RUSSECA01 ,1970,Cazzie,Russell,NYK,N,11,120,62,0,0,22,8,0,0,0,14,64,25,12,12,0,0
SCOTTCH01 ,1970,Charlie,Scott,VIR,A,12,504,313,0,0,79,82,0,0,0,45,281,115,110,83,0,0
SCOTTRA01 ,1970,Ray,Scott,VIR,A,12,264,207,0,0,78,21,0,0,0,43,157,80,56,47,0,0
SIDLEDO01 ,1970,Don,Sidle,IND,A,8,68,26,0,0,22,4,0,0,0,8,24,8,16,10,0,0
SIMONWA01 ,1970,Walt,Simon,KEN,A,19,385,174,0,0,97,52,0,0,0,67,155,70,49,34,0,0
SLOANJE01 ,1970,Jerry,Sloan,CHI,N,7,284,119,0,0,63,17,0,0,0,25,117,51,23,17,0,0
SMITHGR01 ,1970,Greg,Smith,MIL,N,14,454,162,0,0,120,36,0,0,0,45,128,70,40,22,0,0
SMITHSA01 ,1970,Sammy,Smith,UTS,A,3,10,4,0,0,3,1,0,0,0,1,6,2,0,0,0,0
STALLDA01 ,1970,Dave,Stallworth,NYK,N,12,185,64,0,0,42,10,0,0,0,27,68,18,39,28,0,0
STONEGE01 ,1970,George,Stone,UTS,A,18,424,203,0,0,104,29,0,0,0,45,209,84,41,35,0,0
TARTLA01  ,1970,Levern,Tart,DLC,A,4,101,78,0,0,23,33,0,0,0,12,87,32,20,14,0,0
TAYLORO02 ,1970,Roland,Taylor,VIR,A,12,214,53,0,0,37,27,0,0,0,37,40,17,28,19,0,0
THURMNA01 ,1970,Nate,Thurmond,SFW,N,5,192,88,0,0,51,15,0,0,0,20,97,36,20,16,0,0
TRESVJO01 ,1970,John,Tresvant,BAL,N,18,484,150,0,0,134,19,0,0,0,64,137,56,57,38,0,0
TUCKEAL01 ,1970,Al,Tucker,FLA,A,6,165,75,0,0,32,12,0,0,0,20,65,28,23,19,0,0
TURNEBI01 ,1970,Bill,Turner,SFW,N,2,18,6,0,0,3,1,0,0,0,2,5,1,6,4,0,0
UNSELWE01 ,1970,Wes,Unseld,BAL,N,18,759,238,0,0,339,69,0,0,0,60,208,96,81,46,0,0
WALKECH01 ,1970,Chet,Walker,CHI,N,7,234,105,0,0,50,22,0,0,0,20,100,44,24,17,0,0
WASHIJI01 ,1970,Jim,Washington,PHI,N,7,216,80,0,0,48,10,0,0,0,24,61,27,36,26,0,0
WEBBJE01  ,1970,Jeff,Webb,MIL,N,9,23,11,0,0,1,2,0,0,0,2,7,4,3,3,0,0
WEISSBO01 ,1970,Bob,Weiss,CHI,N,7,250,110,0,0,18,57,0,0,0,19,92,42,30,26,0,0
WILLICH01 ,1970,Charlie,Williams,MMP,A,4,129,75,0,0,14,8,0,0,0,15,74,31,18,13,0,0
WILLIRO01 ,1970,Ron,Williams,SFW,N,5,172,65,0,0,17,29,0,0,0,19,63,24,19,17,0,0
WINKLMA01 ,1970,Marv,Winkler,MIL,N,5,8,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0
WISEWI01  ,1970,Willie,Wise,UTS,A,17,691,359,0,0,220,82,0,0,0,65,271,139,116,81,0,0
WRIGHHO01 ,1970,Howie,Wright,KEN,A,5,36,18,0,0,2,4,0,0,0,6,20,7,9,4,0,0
ZELLEGA01 ,1970,Gary,Zeller,BAL,N,15,67,26,0,0,13,4,0,0,0,15,35,12,7,2,0,0
ABDULKA01 ,1971,Kareem,Abdul-jabbar,MIL,N,11,510,316,0,0,200,56,0,0,0,35,318,139,54,38,0,0
ADAMSDO01 ,1971,Don,Adams,ATL,N,6,188,56,0,0,38,12,0,0,0,25,56,20,23,16,0,0
ALLENLU01 ,1971,Lucius,Allen,MIL,N,11,386,197,0,0,38,42,0,0,0,30,166,78,54,41,0,0
ARDJI01   ,1971,Jim,Ard,NYN,A,13,117,31,0,0,28,4,0,0,0,19,32,14,10,3,0,0
BARNEDI01 ,1971,Dick,Barnett,NYK,N,12,131,51,0,0,8,10,0,0,0,19,49,23,12,5,0,0
BARNEJI02 ,1971,Jim,Barnett,GSW,N,5,197,108,0,0,20,26,0,0,0,20,91,39,41,30,0,0
BARRYRI01 ,1971,Rick,Barry,NYN,A,18,749,531,0,0,117,69,0,0,0,67,429,203,146,125,0,0
BAUMJO01  ,1971,Johnny,Baum,NYN,A,17,302,128,0,0,72,7,0,0,0,34,107,59,16,10,0,0
BEASLJO01 ,1971,John,Beasley,UTS,A,9,168,41,0,0,52,9,0,0,0,21,34,18,5,5,0,0
BEATYZE01 ,1971,Zelmo,Beaty,UTS,A,11,443,221,0,0,154,24,0,0,0,43,134,74,88,73,0,0
BECKBY01  ,1971,Byron,Beck,DEN,A,7,264,138,0,0,72,14,0,0,0,29,115,56,28,26,0,0
BECKEAR01 ,1971,Art,Becker,DEN,A,7,94,34,0,0,12,4,0,0,0,18,31,14,9,6,0,0
BELLAWA01 ,1971,Walt,Bellamy,ATL,N,6,247,111,0,0,82,11,0,0,0,20,86,42,43,27,0,0
BLOCKJO01 ,1971,John,Block,MIL,N,11,156,55,0,0,55,6,0,0,0,15,52,20,18,15,0,0
BOERWTO01 ,1971,Tom,Boerwinkle,CHI,N,1,8,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0
BOONERO01 ,1971,Ron,Boone,UTS,A,11,209,125,0,0,24,26,0,0,0,30,105,50,29,25,0,0
BRADLBI01 ,1971,Bill,Bradley,NYK,N,16,594,259,0,0,47,54,0,0,0,66,227,106,56,47,0,0
BROWNRO01 ,1971,Rogera,Brown,IND,A,20,845,394,0,0,121,81,0,0,0,65,329,160,90,74,0,0
CALVIMA01 ,1971,Mack,Calvin,FLA,A,4,154,85,0,0,16,21,0,0,0,13,65,28,33,29,0,0
CARDFR01  ,1971,Frank,Card,DEN,A,4,28,8,0,0,7,3,0,0,0,10,8,4,1,0,0,0
CHAMBWI01 ,1971,Wilt,Chamberlain,LAL,N,15,703,220,0,0,315,49,0,0,0,47,142,80,122,60,0,0
CHANEDO01 ,1971,Don,Chaney,BOS,N,11,271,97,0,0,39,22,0,0,0,39,81,41,20,15,0,0
CHAPPLE01 ,1971,Len,Chappell,DLC,A,4,89,29,0,0,18,3,0,0,0,13,24,12,8,5,0,0
CHENIPH01 ,1971,Phil,Chenier,BAL,N,6,153,54,0,0,16,5,0,0,0,16,59,22,12,10,0,0
CHRISBO01 ,1971,Bob,Christian,ATL,N,6,34,7,0,0,7,0,0,0,0,10,8,3,1,1,0,0
CLARKAR01 ,1971,Archie,Clark,BAL,N,6,271,160,0,0,24,47,0,0,0,15,126,55,59,50,0,0
CLEAMJI01 ,1971,Jim,Cleamons,LAL,N,6,17,8,0,0,4,4,0,0,0,3,7,4,0,0,0,0
COMBSGL01 ,1971,Glen,Combs,UTS,A,11,317,138,0,0,20,27,0,0,0,37,116,56,38,26,0,0
COWENDA01 ,1971,Dave,Cowens,BOS,N,11,441,170,0,0,152,33,0,0,0,50,156,71,47,28,0,0
DAMPILO01 ,1971,Lou,Dampier,KEN,A,6,254,68,0,0,19,45,0,0,0,17,69,29,16,10,0,0
DANDRBO01 ,1971,Bob,Dandridge,MIL,N,11,441,237,0,0,97,21,0,0,0,47,202,100,50,37,0,0
DANIEME01 ,1971,Mel,Daniels,IND,A,20,744,306,0,0,302,28,0,0,0,85,252,121,85,64,0,0
DEBUSDA01 ,1971,Dave,Debusschere,NYK,N,16,616,266,0,0,193,37,0,0,0,51,242,109,64,48,0,0
DEPREJO01 ,1971,Joe,Depre,NYN,A,14,74,14,0,0,8,6,0,0,0,13,24,5,8,4,0,0
DINKIJA01 ,1971,Jackie,Dinkins,CHI,N,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
DRISCTE01 ,1971,Terry,Driscoll,BAL,N,1,2,3,0,0,1,0,0,0,0,0,1,1,1,1,0,0
EAKINJI01 ,1971,Jim,Eakins,VIR,A,11,325,103,0,0,96,22,0,0,0,36,80,38,39,27,0,0
ELLISJO01 ,1971,Joe,Ellis,GSW,N,5,113,54,0,0,21,4,0,0,0,9,63,21,17,12,0,0
ELLISLE01 ,1971,Leroy,Ellis,LAL,N,13,134,39,0,0,41,10,0,0,0,9,41,19,4,1,0,0
ERVINJU01 ,1971,Julius,Erving,VIR,A,11,504,365,0,0,224,72,0,0,0,26,284,147,85,71,0,0
FRANZRO01 ,1971,Ron,Franz,FLA,A,4,88,27,0,0,25,4,0,0,0,10,36,12,8,3,0,0
FRAZIWA01 ,1971,Walt,Frazier,NYK,N,16,704,388,0,0,112,98,0,0,0,48,276,148,125,92,0,0
FREEMDO01 ,1971,Donnie,Freeman,DLC,A,4,144,107,0,0,24,10,0,0,0,11,103,45,27,17,0,0
GILLIHE01 ,1971,Herm,Gilliam,ATL,N,6,173,66,0,0,30,33,0,0,0,15,71,28,11,10,0,0
GILMOAR01 ,1971,Artis,Gilmore,KEN,A,6,285,131,0,0,106,25,0,0,0,17,91,52,38,27,0,0
GLOVECL01 ,1971,Clarence,Glover,BOS,N,3,10,6,0,0,3,0,0,0,0,1,6,2,2,2,0,0
GOODRGA01 ,1971,Gail,Goodrich,LAL,N,15,575,357,0,0,38,50,0,0,0,50,292,130,108,97,0,0
HAIRSHA01 ,1971,Happy,Hairston,LAL,N,15,577,202,0,0,197,31,0,0,0,44,168,74,68,54,0,0
HALIMSH01 ,1971,Shaler,Halimon,DLC,A,4,55,22,0,0,13,7,0,0,0,4,17,9,7,4,0,0
HALLIJE01 ,1971,Jeff,Halliburton,ATL,N,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HARGEIR01 ,1971,Ira,Harge,UTS,A,10,106,27,0,0,40,8,0,0,0,23,25,11,7,5,0,0
HAVLIJO01 ,1971,John,Havlicek,BOS,N,11,517,301,0,0,92,70,0,0,0,35,235,108,99,85,0,0
HILLMDA01 ,1971,Darnell,Hillman,IND,A,20,327,124,0,0,110,9,0,0,0,52,95,53,33,18,0,0
HILLSI01  ,1971,Simmie,Hill,DLC,A,4,121,41,0,0,22,11,0,0,0,15,40,18,7,5,0,0
HUDSOLO01 ,1971,Lou,Hudson,ATL,N,6,266,150,0,0,33,21,0,0,0,13,139,63,29,24,0,0
HUNTELE01 ,1971,Les,Hunter,KEN,A,6,123,53,0,0,21,8,0,0,0,14,41,22,11,9,0,0
IRVINGE01 ,1971,George,Irvine,VIR,A,11,285,137,0,0,27,10,0,0,0,45,86,56,31,25,0,0
ISSELDA01 ,1971,Dan,Issel,KEN,A,6,269,132,0,0,54,5,0,0,0,23,114,47,50,38,0,0
JABALWA01 ,1971,Warren,Jabali,FLA,A,4,171,70,0,0,52,22,0,0,0,17,59,22,33,26,0,0
JACKSME01 ,1971,Merv,Jackson,UTS,A,11,267,83,0,0,26,26,0,0,0,40,77,34,18,15,0,0
JACKSPH01 ,1971,Phil,Jackson,NYK,N,16,320,156,0,0,82,15,0,0,0,51,120,57,57,42,0,0
JOHNSGE02 ,1971,George,Johnson,DLC,A,4,96,6,0,0,24,9,0,0,0,16,9,3,0,0,0,0
JOHNSGU01 ,1971,Gus,Johnson,BAL,N,5,77,20,0,0,25,3,0,0,0,17,30,9,2,2,0,0
JONESJA01 ,1971,Jake,Jones,UTS,A,11,435,231,0,0,44,69,0,0,0,40,172,93,63,45,0,0
JONESLA01 ,1971,Larry,Jones,FLA,A,4,115,40,0,0,13,9,0,0,0,12,38,13,17,14,0,0
JONESNI01 ,1971,Nick,Jones,GSW,N,2,7,4,0,0,0,2,0,0,0,0,2,1,2,2,0,0
JONESRI01 ,1971,Rich,Jones,DLC,A,4,145,37,0,0,32,14,0,0,0,20,43,17,6,3,0,0
JONESST01 ,1971,Steve,Jones,DLC,A,4,137,78,0,0,19,11,0,0,0,19,63,30,21,18,0,0
JONESWA01 ,1971,Wali,Jones,MIL,N,9,200,90,0,0,18,20,0,0,0,27,82,36,21,18,0,0
KENNEEU01 ,1971,Eugene,Kennedy,DLC,A,2,47,18,0,0,6,4,0,0,0,8,12,8,2,2,0,0
KEYEJU01  ,1971,Julius,Keye,DEN,A,7,302,57,0,0,113,20,0,0,0,30,59,27,8,3,0,0
KIMBATO01 ,1971,Toby,Kimball,MIL,N,7,36,12,0,0,6,2,0,0,0,3,12,5,2,2,0,0
KINGJI01  ,1971,Jim,King,CHI,N,4,56,26,0,0,6,5,0,0,0,11,24,11,4,4,0,0
KUBERST01 ,1971,Steve,Kuberski,BOS,N,11,218,128,0,0,63,3,0,0,0,23,87,48,38,32,0,0
LEECL01   ,1971,Clyde,Lee,GSW,N,5,191,24,0,0,64,7,0,0,0,14,28,8,12,8,0,0
LEWISFR01 ,1971,Freddie,Lewis,IND,A,20,805,376,0,0,81,87,0,0,0,70,322,142,108,92,0,0
LONGWI01  ,1971,Willie,Long,FLA,A,4,156,66,0,0,40,4,0,0,0,16,57,24,25,18,0,0
LOVEBO01  ,1971,Bob,Love,CHI,N,4,173,75,0,0,27,7,0,0,0,17,89,32,13,11,0,0
LOVEST01  ,1971,Stan,Love,BAL,N,4,14,2,0,0,6,1,0,0,0,3,4,1,0,0,0,0
LOWERCH01 ,1971,Chuck,Lowery,MIL,N,7,26,6,0,0,3,1,0,0,0,4,8,2,3,2,0,0
LUCASJE01 ,1971,Jerry,Lucas,NYK,N,16,737,297,0,0,173,85,0,0,0,49,238,119,71,59,0,0
MARAVPE02 ,1971,Pete,Maravich,ATL,N,6,219,166,0,0,32,28,0,0,0,24,121,54,71,58,0,0
MARINJA01 ,1971,Jack,Marin,BAL,N,6,229,103,0,0,36,12,0,0,0,22,78,31,47,41,0,0
MASTED01  ,1971,Eddie,Mast,NYK,N,9,23,9,0,0,7,1,0,0,0,4,7,4,5,1,0,0
MAYDO01   ,1971,Don,May,ATL,N,3,31,12,0,0,8,1,0,0,0,3,9,3,8,6,0,0
MCDONRO01 ,1971,Rod,Mcdonald,UTS,A,1,10,6,0,0,0,0,0,0,0,3,4,3,1,0,0,0
MCGINGE01 ,1971,George,Mcginnis,IND,A,20,633,306,0,0,227,52,0,0,0,75,261,106,150,94,0,0
MCGLOJO01 ,1971,Jon,Mcglocklin,MIL,N,5,103,35,0,0,3,6,0,0,0,11,35,15,6,5,0,0
MCMILJI01 ,1971,Jim,Mcmillian,LAL,N,15,624,286,0,0,85,22,0,0,0,43,253,113,70,60,0,0
MELCHBI01 ,1971,Bill,Melchionni,NYN,A,11,376,159,0,0,26,69,0,0,0,32,152,61,46,37,0,0
MEMINDE01 ,1971,Dean,Meminger,NYK,N,16,277,65,0,0,43,20,0,0,0,37,57,24,27,17,0,0
MILESED01 ,1971,Eddie,Miles,NYK,N,9,17,4,0,0,8,1,0,0,0,2,6,0,5,4,0,0
MOEDO01   ,1971,Doug,Moe,VIR,A,11,245,96,0,0,43,27,0,0,0,40,85,37,25,22,0,0
MONROEA01 ,1971,Earl,Monroe,NYK,N,16,429,197,0,0,45,47,0,0,0,41,185,76,57,45,0,0
MORGARE01 ,1971,Rex,Morgan,BOS,N,4,10,3,0,0,5,0,0,0,0,6,7,1,3,1,0,0
MOUNTRI01 ,1971,Rick,Mount,IND,A,20,387,169,0,0,23,31,0,0,0,49,178,68,39,33,0,0
MULLIJE01 ,1971,Jeff,Mullins,GSW,N,5,203,74,0,0,24,29,0,0,0,11,72,31,13,12,0,0
MURREDO01 ,1971,Dorie,Murrey,BAL,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NELSOBA01 ,1971,Barry,Nelson,MIL,N,2,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
NELSODO01 ,1971,Don,Nelson,BOS,N,11,308,145,0,0,61,21,0,0,0,30,99,52,48,41,0,0
PAULKCH01 ,1971,Charlie,Paulk,NYK,N,7,13,6,0,0,5,0,0,0,0,5,10,3,0,0,0,0
PAULTBI01 ,1971,Billy,Paultz,NYN,A,19,809,337,0,0,288,29,0,0,0,74,276,140,90,57,0,0
PAYNETO01 ,1971,Tom,Payne,ATL,N,1,5,4,0,0,4,0,0,0,0,1,1,1,5,2,0,0
PERRYCU01 ,1971,Curtis,Perry,MIL,N,11,397,104,0,0,141,14,0,0,0,45,91,43,23,18,0,0
PORTEHO01 ,1971,Howard,Porter,CHI,N,4,31,19,0,0,11,3,0,0,0,3,21,9,1,1,0,0
PORTMBO01 ,1971,Bob,Portman,GSW,N,3,22,5,0,0,5,0,0,0,0,5,12,2,1,1,0,0
POWELCI01 ,1971,Cincy,Powell,KEN,A,6,169,71,0,0,24,9,0,0,0,17,52,28,19,15,0,0
RACKLLU01 ,1971,Luke,Rackley,NYK,N,11,29,8,0,0,7,1,0,0,0,7,14,2,4,4,0,0
RAYCL01   ,1971,Clifford,Ray,CHI,N,4,161,61,0,0,66,16,0,0,0,15,51,27,9,7,0,0
RAYMOCR01 ,1971,Craig,Raymond,FLA,A,4,62,32,0,0,22,2,0,0,0,6,23,15,3,2,0,0
RILEYPA01 ,1971,Pat,Riley,LAL,N,15,244,78,0,0,29,14,0,0,0,37,99,33,16,12,0,0
RINALRI01 ,1971,Rich,Rinaldi,BAL,N,3,6,2,0,0,0,1,0,0,0,3,2,1,0,0,0,0
RIORDMI01 ,1971,Mike,Riordan,BAL,N,6,161,83,0,0,15,11,0,0,0,18,57,33,21,17,0,0
ROBERMA01 ,1971,Marv,Roberts,DEN,A,3,20,6,0,0,2,0,0,0,0,1,7,2,2,2,0,0
ROBEROS01 ,1971,Oscar,Robertson,MIL,N,11,380,144,0,0,64,83,0,0,0,29,140,57,36,30,0,0
ROBINFL01 ,1971,Flynn,Robinson,LAL,N,7,72,45,0,0,13,5,0,0,0,13,41,19,10,7,0,0
ROBINSA01 ,1971,Sam,Robinson,FLA,A,4,81,43,0,0,22,2,0,0,0,11,37,18,7,7,0,0
ROBISDA01 ,1971,Dave,Robisch,DEN,A,7,288,137,0,0,99,15,0,0,0,25,138,50,52,37,0,0
ROCHEJO01 ,1971,John,Roche,NYN,A,18,763,415,0,0,31,84,0,0,0,42,343,163,118,89,0,0
RUSSECA02 ,1971,Campy,Russell,GSW,N,5,161,71,0,0,22,9,0,0,0,13,63,31,12,9,0,0
SCOTTRA01 ,1971,Ray,Scott,VIR,A,11,212,132,0,0,58,17,0,0,0,25,105,52,38,28,0,0
SIMPSRA01 ,1971,Ralph,Simpson,DEN,A,7,291,187,0,0,32,24,0,0,0,21,162,70,57,47,0,0
SLOANJE01 ,1971,Jerry,Sloan,CHI,N,4,170,63,0,0,35,10,0,0,0,18,64,26,19,11,0,0
SMITHAD01 ,1971,Adrian,Smith,VIR,A,11,297,124,0,0,19,17,0,0,0,28,95,46,37,32,0,0
SMITHGA01 ,1971,Garfield,Smith,BOS,N,4,6,2,0,0,1,0,0,0,0,1,5,1,3,0,0,0
SOJOUWI01 ,1971,Willie,Sojourner,VIR,A,10,58,26,0,0,23,6,0,0,0,11,21,11,4,4,0,0
STALLDA01 ,1971,Dave,Stallworth,BAL,N,6,105,33,0,0,15,5,0,0,0,14,28,12,13,9,0,0
TAYLORO02 ,1971,Roland,Taylor,VIR,A,11,382,114,0,0,57,45,0,0,0,41,106,47,30,20,0,0
THURMNA01 ,1971,Nate,Thurmond,GSW,N,5,230,127,0,0,89,26,0,0,0,12,122,53,28,21,0,0
TINSLGE01 ,1971,George,Tinsley,FLA,A,3,14,6,0,0,1,3,0,0,0,3,5,3,0,0,0,0
TRAPPGE01 ,1971,George,Trapp,ATL,N,6,66,41,0,0,18,5,0,0,0,13,44,19,8,3,0,0
TRAPPJO01 ,1971,John,Trapp,LAL,N,10,71,20,0,0,16,5,0,0,0,9,33,8,7,4,0,0
TRESVJO01 ,1971,John,Tresvant,BAL,N,6,180,47,0,0,58,6,0,0,0,23,48,20,11,7,0,0
TUCKEAL01 ,1971,Al,Tucker,FLA,A,3,51,10,0,0,14,4,0,0,0,8,20,5,1,0,0,0
TURNEBI01 ,1971,Bill,Turner,GSW,N,3,9,4,0,0,3,0,0,0,0,0,2,2,0,0,0,0
UNSELWE01 ,1971,Wes,Unseld,BAL,N,6,266,74,0,0,75,25,0,0,0,22,65,32,19,10,0,0
VANLINO01 ,1971,Norm,Vanlier,CHI,N,4,144,56,0,0,25,33,0,0,0,15,53,22,14,12,0,0
WALKECH01 ,1971,Chet,Walker,CHI,N,4,97,45,0,0,14,4,0,0,0,7,38,16,16,13,0,0
WASHIJI01 ,1971,Jim,Washington,ATL,N,6,209,65,0,0,48,10,0,0,0,20,58,28,16,9,0,0
WEISSBO01 ,1971,Bob,Weiss,CHI,N,4,119,55,0,0,13,12,0,0,0,15,49,24,8,7,0,0
WESTJE01  ,1971,Jerry,West,LAL,N,15,608,344,0,0,73,134,0,0,0,39,340,128,106,88,0,0
WHITEJO01 ,1971,Jojo,White,BOS,N,11,432,258,0,0,59,58,0,0,0,31,220,109,48,40,0,0
WILLIBE01 ,1971,Bernie,Williams,VIR,A,11,356,187,0,0,47,23,0,0,0,38,190,84,27,19,0,0
